title,release_date,maturity_rating,genre,rating,directors,stars,votes
Fire Emblem: Thracia 776,1999,,['Action' ' Adventure' ' Drama'],7.7,['Shouzou Kaga'],,19
The Expendabros,2014,M,['Action' ' Adventure' ' Comedy'],7.7,['Evan Greenwood'],,13
The Messenger,2018,E10+,['Action' ' Adventure' ' Comedy'],7.7,['Thierry Boulanger'],,145
Hamsterball,2004,,Family,7.7,,,35
Pillars of Eternity: The White March Part I,2015,,['Action' ' Adventure' ' Fantasy'],7.7,['Josh Sawyer'],['Brandon Cole' ' Todd Haberkorn' ' Mela Lee' ' Matthew Mercer'],79
XCOM 2 Collection,2018,,['Action' ' Sci-Fi' ' Thriller'],7.7,['Jacob Solomon'],['Jon Bailey' ' Brandon Keener' ' Carlye Pollack'],6
Robotech: The Macross Saga,2002,E,['Action' ' Adventure' ' Sci-Fi'],7.7,,,45
Beyond Atlantis,1999,E,['Adventure' ' Fantasy' ' Mystery'],7.7,,['Christina Batman' ' Steve Gadler' ' David Gasman' ' Edward Marcus'],20
Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,2006,T,Adventure,7.7,,['Maile Flanagan' ' Junko Takeuchi' ' Yuri Lowenthal' ' Noriaki Sugiyama'],41
Black Mirror II: Reigning Evil,2010,,['Horror' ' Mystery' ' Thriller'],7.7,['Andrew Grant'],['Tony Babcock'],188
The Multipath Adventures of Superman,2000,E,Adventure,7.7,['Ben Lee' ' Craig Saunders'],['Harry Goz' ' Lois Markle' ' Fred Melamed' ' Barton Tinapp'],8
S.W.A.T.3,1999,,['Action' ' Crime' ' Thriller'],7.7,,,132
Transformers: Revenge of the Fallen - Decepticons,2009,,['Action' ' Sci-Fi'],7.7,,['Charlie Adler' ' Peter Cullen' ' John DiMaggio' ' Peter Jessop'],11
ARK: Aberration,2017,T,['Action' ' Adventure' ' Fantasy'],7.7,['Jesse Rapczak'],['Amber Lee Connors' ' Jacob Craner' ' Tamara Ryan'],234
Test Drive 6,1999,E,Sport,7.7,,['Sean Michael Fish'],82
Sweet Home,1989,,['Adventure' ' Horror'],7.7,,,35
King's Quest II: Romancing the Stones,2002,,['Adventure' ' Fantasy' ' Romance'],7.7,['Christopher T. Warren'],['John Bell' ' Josh Mandel' ' Dylan Nagel' ' Christopher T. Warren'],49
Sonic Jam,1997,K-A,Adventure,7.7,['Takashi Iizuka'],,65
Shovel Knight Dig,2022,E10+,['Action' ' Adventure' ' Fantasy'],7.7,,,6
Platypus,2004,,Action,7.7,['George Bray'],,26
BioForge,1995,,Sci-Fi,7.7,['Ken Demarest III'],['Joseph Langham' ' Steve Sanders' ' Cara D. Briggs' ' Woody Skaggs'],36
Dark Souls II: Crown of the Old Iron King,2014,,['Action' ' Adventure' ' Fantasy'],7.7,['Yui Tanimura'],,105
Power Stone,1999,,Action,7.7,,['Sayaka Aida' ' Yôsuke Akimoto' ' Takeshi Aono' ' George Buza'],67
Secret of Evermore,1995,K-A,['Action' ' Adventure' ' Fantasy'],7.7,,,152
Rogue Legacy 2,2020,E10+,['Action' ' Adventure'],7.7,,,23
Fallout: New Vegas - Lonesome Road,2011,,['Action' ' Adventure' ' Sci-Fi'],7.7,['Chris Avellone'],['Roger Cross'],82
Calvino Noir,2015,,['Action' ' Adventure' ' History'],7.7,,['John Bowe' ' Jon Daou' ' Anthony Howell' ' Wolf Kahler'],7
Steel Battalion,2002,T,['Action' ' War'],7.7,['Hifumi Kôno'],['Dan Conroy' ' Chris Cox' ' Douglas Rye' ' Billy Brown'],29
Saint Kotar: The Yellow Mask,2020,,['Adventure' ' Horror' ' Mystery'],7.7,['Marko Tominic'],['Happy Anderson' ' Mike Bodie' ' Michael Schwalbe' ' Jacob Browning'],22
Space Quest 1: The Sarien Encounter,1990,,['Adventure' ' Comedy' ' Sci-Fi'],7.7,['Douglas Herring' ' Scott Murphy'],,106
Colony Wars,1997,,Sci-Fi,7.7,['Ian Grieve'],['Burt Caesar' ' William Dufris' ' Robert Firth'],20
Command & Conquer: Red Alert - The Aftermath,1997,T,['Action' ' Sci-Fi' ' War'],7.7,,,141
Kyle is Famous,2019,,Adventure,7.7,,['Gianni Matragrano'],10
Super Mario Bros.,1986,,Action,7.7,,,58
The Dark Eye: Memoria,2013,,['Adventure' ' Fantasy'],7.7,['Jan Müller-Michaelis'],['Henry Sargeant' ' Nicola Ransom' ' Steve Hudson' ' Jocasta Gottlieb'],35
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!!,2012,E10+,['Animation' ' Action' ' Adventure'],7.7,['James Montagna'],['Jeremy Shada' ' John DiMaggio' ' Hynden Walch' ' Tom Kenny'],63
Spasti Snippy,2014,,['Adventure' ' Comedy'],7.7,['Sergey A.'],,33
Bust a Groove 2,1999,E,,7.7,['Takeshi Kanai'],['Marvin Dangerfield' ' Ramsay Scott' ' James Parker' ' Heather Benton'],22
Dragon Quest Builders 2,2018,E10+,Adventure,7.7,['Kazuya Ninou' ' Yuji Horii'],,52
Crisis Zone,1999,T,['Action' ' Crime' ' Sci-Fi'],7.7,['Tomo Fujiwara' ' Takashi Namima'],['Kenichirô Tamayori' ' Dennis Falt' ' Barry Gjerde' ' Ramsay Scott'],39
The Sims 2: University,2005,T,,7.7,,['David Boat' ' Jack Conte' ' Zoe Galvez' ' Stephen Kearin'],30
White Knight Chronicles II,2010,T,['Action' ' Adventure' ' Drama'],7.7,['Douglas Carrigan'],"['Daniel Taylor' ' Dannah Feinglass Phirman' ' Vince Corazza'
 ' Kari Wahlgren']",25
Dynamite Cop,1998,T,Action,7.7,['Makoto Uchida'],,39
Cannon Fodder 2,1994,,,7.7,['Jon Hare'],,31
JoJo's Bizarre Adventure: Phantom Blood,2006,,Action,7.7,,['Kazuya Nakai' ' Hideyuki Tanaka'],10
Wild Arms 4,2005,T,['Action' ' Adventure' ' Fantasy'],7.7,['Nobukazu Satoh'],"['Ryôko Shiraishi' ' Ayako Kawasumi' ' Hiroki Takahashi'
 ' Hitomi Nabatame']",52
"'Goodbye, Galaxy!' Episode IV: Secret of the Oracle",1991,,['Action' ' Adventure' ' Sci-Fi'],7.7,,,102
Mighty Final Fight,1993,,,7.7,,,29
Micro Machines 2: Turbo Tournament,1996,,Sport,7.7,,,33
Wing Commander: Secret Ops,1998,,['Action' ' Adventure' ' Sci-Fi'],7.7,,"['Neill Barry' ' Adam Lazarre-White' ' Brad Greenquist'
 ' Heather Stephens']",53
Magic: The Gathering - Duels of the Planeswalkers 2014,2013,,Adventure,7.7,,['Jonathan Regier' ' Andy Trieu'],68
Valkyrie Profile 2: Silmeria,2006,T,Fantasy,7.7,['Takayuki Suguro'],['Touko Aoyama' ' Takako Honda' ' Mami Horikoshi' ' Shûichi Ikeda'],115
NBA Live 2004,2003,E,Sport,7.7,,,132
Star Ocean,1996,,['Action' ' Adventure' ' Fantasy'],7.7,['Joe Asanuma'],['Robert Belgrade' ' Takuya Fujisaki' ' Nobuyuki Hiyama' ' Kazuhiko Inoue'],66
Rhythm Heaven Megamix,2015,,Musical,7.7,['Masami Yone'],['Masami Yone' ' Ko Takeuchi' ' Takafumi Masaoka' ' Sachiko Ikeda'],27
Risk: The Game of Global Domination,1994,E,,7.7,,,28
Grand Poo World 2,2019,,Adventure,7.7,['Barbarian'],['Barbarian' ' DoDeChehedron' ' Freakin_Ha' ' David Hunt'],9
Evil Genius,2004,,['Adventure' ' Sci-Fi'],7.7,,['Ade Carless' ' Irina Sonich'],44
Dark Reign: The Future of War,1997,,Action,7.7,['Josh Resnick'],['Robert Berger' ' Greg Borrud' ' Kimberly Brooks' ' Stuart Calof'],33
"Warhammer 40, 000: Chaos Gate",1998,,['Fantasy' ' Sci-Fi'],7.7,,['Steven J. Clayton' ' Jay Iszo' ' David Lenthall' ' Mark Jeffrey Miller'],38
Mass Effect 2: Arrival,2011,M,['Action' ' Adventure' ' Sci-Fi'],7.7,['Casey Hudson'],,59
Mana kemia: Gakuen no renkinjutsushi tachi,2007,E10+,Action,7.7,,"['Akira Ishida' ' Yukari Hikida' "" Ken'yû Horiuchi"" ' Ryuta Iguchi']",12
Power Rangers Zeo vs. the Machine Empire,1996,,Action,7.7,,"['Kazutoshi Yokoyama' ' Kenji Takeuchi' ' Yasuhiro Takeuchi'
 ' Kiyoto Nakagawa']",45
Yu-Gi-Oh! Legacy of the Duelist,2015,E10+,['Adventure' ' Mystery'],7.7,,,113
Runaway: A Road Adventure,2001,T,['Adventure' ' Crime' ' Mystery'],7.7,['Ramón Hernáez'],"['Richard del Olmo' ' Arantxa Franco de Sarabia' ' Beatriz Suárez'
 ' Antonio Ramos']",181
Brothers in Arms 3: Sons of War,2014,,['Action' ' War'],7.7,['Lisa Ortiz'],['Tyler Bunch' ' Kevin T. Collins' ' Michael Leigh Cook' ' Wayne Grayson'],17
Rayman Redemption,2020,E,['Action' ' Adventure' ' Family'],7.7,['Ryemanni'],,6
Axis & Allies,2004,T,['Action' ' Drama'],7.7,,['George Manley' ' Brett Weaver' ' Vladimer Fogel' ' Soshi'],25
Expeditions: Conquistador,2013,,['Adventure' ' History' ' War'],7.7,,['Oriol Rafel'],14
Darius Gaiden,1996,K-A,['Action' ' Adventure' ' Sci-Fi'],7.7,,,28
Cube Escape: Birthday,2016,,Mystery,7.7,['Maarten Looise' ' Robin Ras'],['David Bowles' ' Bob Rafferty'],17
Kung Fu Panda: Tales of Po,2015,,Action,7.7,['Michael Mullen'],['Amir Talai' ' Mick Wingert'],13
Rune,2000,T,['Action' ' Adventure' ' Fantasy'],7.7,['Timothy S. Gerritsen'],,77
Dodgeball Academia,2021,E,['Action' ' Adventure' ' Sport'],7.7,,,12
Sherlock Holmes: Nemesis,2007,E10+,['Adventure' ' Crime'],7.7,,['David Riley' ' Rick Simmonds'],68
Creature Crunch,1996,,['Animation' ' Adventure' ' Comedy'],7.7,['Ted Mathot'],"['Martin Short' ' Eugene Levy' "" Dan O'Day McClellan"" ' Traci Green']",13
Fate/Extella Link,2018,T,['Action' ' Adventure' ' Fantasy'],7.7,,,26
Rusty Lake: Paradise,2018,,Mystery,7.7,['Maarten Looise' ' Robin Ras'],['Bob Rafferty'],21
Angband,1993,,['Adventure' ' Fantasy'],7.7,,,8
Gargoyle's Quest II,1992,,['Action' ' Adventure' ' Fantasy'],7.7,['Tokuro Fujiwara'],,29
Mass Effect: Bring Down the Sky,2008,M,['Action' ' Adventure' ' Sci-Fi'],7.7,['Dusty Everman'],['Brian Bloom' ' Belinda Cornish' ' Jennifer Hale' ' Mark Meer'],53
Formula 1: 2011,2011,E,Sport,7.7,,['David Croft'],67
San Francisco Rush 2049,1999,Unrated,Family,7.7,['Ed Logg'],,54
NHL 12,2011,E10+,Sport,7.7,,['Bill Clement' ' Gary Thorne'],127
The Fall Part 2: Unbound,2018,,Adventure,7.7,['John Warner'],['Caleb Allacas' ' Denise Ding' ' Elliot Figueira' ' Kaila Hildebrandt'],11
Fighting Mania: Fist of the North Star,2000,,,7.7,,['Akira Kamiya' ' Shigeru Chiba' ' Toshio Furukawa' ' Banjô Ginga'],10
Asheron's Call,1999,,Fantasy,7.7,,,20
Mobile Suit Gundam: Zeonic Front,2001,T,['Action' ' Fantasy' ' Sci-Fi'],7.7,,['Dennis Falt' ' Victor Atelevich' ' Lisa Ann Beley' ' Michael Benyaer'],13
College Hoops 2k7,2006,,['Action' ' Sport'],7.7,,['Verne Lundquist' ' Bill Raftery'],26
Major Stryker,1993,,['Action' ' Sci-Fi'],7.7,,,18
Championship Manager 4,2003,,Sport,7.7,,['Stuart D. Latham'],94
Trauma Team,2010,T,Drama,7.7,['Daisuke Kanada'],['Takahiro Sakurai' ' Shizuka Itô' ' Masashi Sugawara' ' Hitomi Nabatame'],23
X-Kaliber 2097,1994,,['Action' ' Adventure' ' Fantasy'],7.7,['Nobuyuki Hakamada' ' Eiji Koyama' ' Naoki Morishima'],,9
Devil Dice,1998,E,Action,7.7,['Hiroyuki Kotani'],['Kimberly Forsythe' ' Hiroyuki Kotani'],21
Ultima IV: Quest of the Avatar,1985,,['Adventure' ' Fantasy'],7.7,,,83
Wing Commander Saga,2012,,Action,7.7,['Anton Romanyuk'],"['Sean Crisden' ' Tori Kamal' "" Matt O'Connor"" ' Jerome Santucci']",23
DBZ: Dead Ball Zone,1998,T,Action,7.7,,,29
Monster Hunter: Freedom,2005,,Action,7.7,['Yasunori Ichinose'],,36
Operation Flashpoint: Resistance,2002,,['Action' ' War'],7.7,,['Stephen Critchlow'],12
Ys: Memories of Celceta,2013,,['Action' ' Adventure' ' Fantasy'],7.7,,['Sean Chiplock' ' Tesshô Genda' ' Kyle Hebert' ' Yurika Hino'],29
King's Bounty: The Legend,2008,,['Action' ' Adventure' ' Fantasy'],7.7,['Dmitri Gusarov'],,43
SNK vs. Capcom: The Match of the Millennium,1999,T,Action,7.7,['Masato Ishizaki'],,21
R-Types,1998,,['Action' ' Adventure' ' Sci-Fi'],7.7,['Takeshi Murata' ' Hideki Yayama'],['Clyde W. Williams Jr.'],22
Football Manager 2019,2018,,Sport,7.7,,,84
Police Quest II: The Vengeance,1988,,['Crime' ' Mystery'],7.7,['Jim Walls'],,70
Final Fantasy Tactics A2: Grimoire of the Rift,2007,,,7.7,,,59
Pokémon: Stadium 2,2000,E,['Action' ' Adventure' ' Fantasy'],7.7,['Takao Shimizu'],['Ikue Ôtani' ' Ted Lewis' ' Takeharu Ônishi'],366
SimCity 3000: Unlimited,2000,E,,7.7,['Will Wright'],,96
Police Quest: In Pursuit of the Death Angel,1992,,['Action' ' Adventure' ' Crime'],7.7,,,40
Sea Dogs,2000,T,['Action' ' Adventure' ' History'],7.7,['Dmitry Arkhipov'],['Jeff Baker' ' Jill Bralove' ' Jonathan Bryce' ' Lisa Musto'],38
R.B.I. Baseball,1986,,Sport,7.7,,,49
Panzer Paladin,2020,E10+,['Action' ' Adventure' ' Sci-Fi'],7.7,"['Andrew G. Crowell' ' Shengguang Guo' ' Jonathan Lavigne'
 ' Jean-François Major' ' François Masse']",,6
S2: Silent Storm,2003,,Action,7.7,['Sergey Orlovskiy'],['Lynne Adams' ' Sonja Ball' ' Tyrone Benskin' ' Pierre Brault'],16
The PowerPuff Girls: Relish Rampage,2002,E,['Adventure' ' Comedy' ' Family'],7.7,['Neil Barnden'],['Cathy Cavadini' ' Tara Strong' ' Elizabeth Daily' ' Tom Kane'],37
The Elder Scrolls IV: Knights of the Nine,2006,,['Action' ' Adventure' ' Fantasy'],7.7,,['Mark Lampert'],262
Dynasty Warriors 4: Xtreme Legends,2003,T,['Action' ' Adventure' ' Fantasy'],7.7,['Takashi Morinaka'],['Hisao Egawa' ' Moriya Endo' ' Kôji Haramaki' ' Yukitoshi Hori'],47
Crash Bandicoot 2: N-Tranced,2003,E,['Action' ' Adventure' ' Family'],7.7,,"[""Brendan O'Brien"" ' David Siller']",169
ToeJam & Earl in Panic on Funkotron,1993,K-A,['Adventure' ' Comedy' ' Sci-Fi'],7.7,['Greg Johnson'],,68
Pizza Connection,1994,,Adventure,7.7,,,27
Ni.Bi.Ru: Messenger of the Gods,2005,T,Adventure,7.7,,"['Ray Baun' ' Brad Cartner' ' Ally Coyote' "" Rory O'Shea""]",46
EverQuest: Planes of Power,2002,T,Fantasy,7.7,,,11
BPM: Bullets Per Minute,2020,T,['Action' ' Adventure' ' Fantasy'],7.7,['David Jones'],,6
Pop'n TwinBee: Rainbow Bell Adventures,1994,,Action,7.7,,,8
M.O.V.I.E.,1986,,['Adventure' ' Crime' ' Mystery'],7.7,,,23
Ushio & Tora,1993,,['Action' ' Fantasy'],7.7,,,10
Sensible Soccer: European Club Edition,1997,,Sport,7.7,['Jon Hare'],,19
Atelier Iris 3: Grand Phantasm,2006,T,['Action' ' Adventure' ' Drama'],7.7,['Kazushige Masuda'],['Nozomu Sasaki' ' Miyu Matsuki' ' Natsumi Yanase' ' Satoshi Katôgi'],29
Dungeon Siege: Legends of Aranna,2003,T,['Action' ' Adventure' ' Fantasy'],7.7,,,59
Wizard of Wor,1981,Unrated,['Action' ' Fantasy' ' Sci-Fi'],7.7,,,34
Ultima,1980,,['Adventure' ' Fantasy' ' Sci-Fi'],7.7,,,73
Praetorians,2003,,['Action' ' History' ' War'],7.7,,"['Richard del Olmo' ' Adolfo Pastor' ' Salvador Serrano'
 ' Aparicio Rivero']",38
Resident Evil: Origins Collection,2016,M,['Action' ' Fantasy' ' Horror'],7.7,,,49
Alto Trek,1972,,['Action' ' Sci-Fi'],7.7,,,11
Thunder Force V: Perfect System,1998,E,['Action' ' Sci-Fi'],7.7,['Yunker Matai'],,20
N++,2014,E10+,['Action' ' Adventure'],7.7,,,22
You Don't Know Jack: Volume 4 - The Ride,1998,,,7.7,['Keith Truesdell'],['Michelle Gorchow' ' Harry Gottlieb' ' Tom Gottlieb' ' Andy Poland'],11
Total Club Manager 2005,2004,,Sport,7.7,,,31
SimCity 2000: Urban Renewal Kit,1994,,,7.7,,,21
Cossacks: Back to War,2002,,['History' ' War'],7.7,['Sergey Grygorovych'],,29
Archon,1983,,,7.7,,,43
NHL 95,1994,,Sport,7.7,,['Michael Donovan' ' Bruce Jamieson'],71
Lego Legacy: Heroes Unboxed,2020,,['Action' ' Comedy' ' Family'],7.7,['Lisa Ortiz'],['Nicholas Corda' ' Lisa Ortiz' ' Erica Schroeder'],13
Nodame kantâbire,2007,,,7.7,['Jun Chuma'],['Joe Cappelletti'],16
Vindictive Drive,2017,,['Action' ' Thriller'],7.7,['Balthasar Hongo'],['Morgan Elise Badger'],10
Al Emmo and the Lost Dutchman's Mine,2006,,['Adventure' ' Comedy' ' Western'],7.7,['Britney Brimhall' ' Christopher T. Warren'],['Frankie Mae Richards' ' Len Tobin' ' Dan Garza' ' Christopher T. Warren'],11
SEGA Rally 2 Championship,1998,,,7.7,,,8
Beautiful Katamari,2007,E,['Action' ' Family' ' Fantasy'],7.7,['Jun Moriwaki'],,68
NHL 97,1996,,,7.7,,['Michael Donovan' ' Jim Hughson'],53
Yu-Gi-Oh! The Eternal Duelist Soul,2001,E,Adventure,7.7,,,80
Phelios,1989,,['Action' ' Adventure' ' Fantasy'],7.7,,,17
N,2004,E10+,['Action' ' Adventure'],7.7,['Raigan Burns' ' Mare Sheppard'],,7
Digger,1983,,,7.7,['Robert J. Sleath'],,16
DragonVale,2011,,Fantasy,7.7,,['Aubrey Hodges'],11
Ghost Squad,2007,T,Action,7.7,['Shinsuke Imai' ' Naoya Taniguchi'],['Greg Dale' ' Barry Gjerde' ' Andrew Hankinson' ' Randy Nagata'],22
Igor,2008,E,['Adventure' ' Sci-Fi'],7.7,,['Mathew Cape' ' David W. Collins' ' Jessica Denson' ' Chloé Domange'],18
Earn to Die 1,2012,,Action,7.7,,,6
Curse of the Azure Bonds,1989,,['Adventure' ' Fantasy'],7.7,,,7
"Adventures of Bertram Fiddle: Episode 2, a Bleaker Predicklement",2017,,,7.7,,['Sally Beaumont'],7
Wrath of the Demon,1991,,Fantasy,7.7,,,7
Earth 2160,2005,,Sci-Fi,7.7,,,6
Gettysburg!,1997,,['Action' ' Adventure' ' History'],7.7,,,34
Rack N Ruin,2015,,Adventure,7.7,['Tyler Hunter'],['Matthew Curtis' ' Crystal Lonnquist' ' Bret Newton'],10
Carmen Sandiego Word Detective,1997,,['Adventure' ' Crime' ' Sci-Fi'],7.7,['Jenean Estigoy'],['Mohammed Bilal' ' James Cranna' ' Mari Devon' ' Pat Fraley'],19
Lift Uzhasa,2014,,['Adventure' ' Horror'],7.7,['Sergey A.'],,32
Jumpman,1983,,Action,7.7,,,23
Sword of the Stars,2006,,Sci-Fi,7.7,,"['Matthew Kevin Anderson' ' Toren Atkinson' ' Arinn Dembo'
 ' Taylor Latour']",13
NASCAR Rumble,2000,,Sport,7.7,,['Jess Harnell'],21
Super Robot Wars X,2018,,['Action' ' Adventure' ' Sci-Fi'],7.7,,,8
Knight Lore,1984,,,7.7,,,40
Risk,1989,,Family,7.7,,,13
Speedy Sanic,2015,,Adventure,7.7,['Joseph Wharmby'],['Sanic' ' Taelia Swift' ' Steven Ballantine'],24
The King's Gold,2019,,Adventure,7.7,['Paulius Jazauskas'],['Justinas Jazauskas' ' Paulius Jazauskas' ' Matina Steiner'],10
Automobilista 2,2020,,Sport,7.7,,,6
Tom & Jerry,1993,Not Rated,Action,7.7,,,52
Words with Friends,2009,,,7.7,,,12
Cube Escape: Theatre,2016,,,7.7,['Maarten Looise' ' Robin Ras'],['David Bowles' ' Bob Rafferty'],16
8th Wonder of the World,2003,,Adventure,7.7,['Thomas Friedmann'],,14
Tycoon City: New York,2006,T,['Adventure' ' Comedy' ' Fantasy'],7.7,,,22
Baseball Stars,1989,,Sport,7.7,,,31
One Piece: Unlimited Cruise Episode 1,2008,,['Action' ' Adventure' ' Comedy'],7.7,,['Shigeru Chiba' ' Chô' ' Toshio Furukawa' ' Kôichi Hashimoto'],34
M.U.D.S.: Mean Ugly Dirty Sports,1990,,Sport,7.7,,,13
Patrician III,2003,,Adventure,7.7,,,16
O.D.T,1998,,Adventure,7.7,,,15
SimSafari,1998,E,Adventure,7.7,,,8
Richard Burns Rally,2004,,Sport,7.7,,,17
Uniracers,1994,K-A,Sport,7.7,,,51
The Guild 2,2006,,,7.7,,,12
Boktai 2: Solar Boy Django,2004,T,Action,7.7,['Ikuya Nakamura'],['Amy Kudo' ' Guy Perryman' ' Kimberly Forsythe' ' Bianca Allen'],18
CastleMiner Z,2011,,Action,7.7,['Thomas Stone'],,10
The Deadly Tower of Monsters,2016,,['Action' ' Adventure'],7.7,['Dam Smith'],['Timothy Banfield' ' Jonathan Digby' ' Greg Meadows' ' Stacy Sharp'],23
Globetrotter,2000,,['Adventure' ' History'],7.7,,,17
Buster Bros.,1989,,Action,7.7,['Yoshiki Okamoto'],,42
Mickey Mouse,1981,,,7.7,,,10
Destiny 2,2017,T,['Action' ' Adventure' ' Fantasy'],7.6,['Christopher Barrett' ' Luke Smith' ' Ryan Ellis' ' Jim McQuillan'],['Nathan Fillion' ' Lance Reddick' ' Gina Torres' ' Nolan North'],3385
The Forest,2018,M,['Action' ' Adventure' ' Horror'],7.6,['Ben Falcone'],['Doron Bell' ' Heather Doerksen' ' Matt Cowlrick' ' Michael Dobson'],654
Lollipop Chainsaw,2012,M,['Action' ' Adventure' ' Comedy'],7.6,['Tomo Ikeda' ' Suda 51'],['Tara Strong' ' Michael Rosenbaum' ' Kimberly Brooks' ' Linda Cardellini'],953
Watch Dogs 2,2016,M,['Action' ' Crime' ' Mystery'],7.6,['Danny Bélanger' ' Jonathan Morin'],['Ruffin Prentiss' ' Shawn Baichoo' ' Tasya Teles' ' Jonathan Dubsky'],4263
The Fifth Element,1998,T,['Action' ' Adventure' ' Sci-Fi'],7.6,['Nicolas Coquard'],['Bruce Willis' ' Milla Jovovich' ' Gary Oldman' ' Ian Holm'],12014
Ghost Recon: Wildlands,2017,M,['Action' ' Adventure' ' Crime'],7.6,['Laurent Bernier' ' Eric Couzian'],['Andrea Deck' ' Joseph May' ' Derek Hagen' ' Eleanor Matsuura'],1960
Deathloop,2021,M,['Action' ' Adventure' ' Sci-Fi'],7.6,['Dinga Bakaba' ' Ajae Clearway'],['Jason E. Kelley' ' Ozioma Akagha' ' Cherami Leigh' ' Erika Ishii'],963
Sonic Frontiers,2022,E10+,['Action' ' Adventure' ' Family'],7.6,['Morio Kishimoto'],"['Roger Craig Smith' "" Colleen O'Shaughnessey"" ' Dave B. Mitchell'
 ' Cindy Robinson']",339
Reservoir Dogs,2006,M,['Action' ' Crime' ' Drama'],7.6,,['Michael Madsen' ' Brendan Beiser' ' Jesse Burch' ' George Coe'],2419
Guilty Gear: Strive,2021,T,['Action' ' Fantasy' ' Sci-Fi'],7.6,['Daisuke Ishiwatari' ' Akira Katano'],['Jôji Nakata' ' David Forseth' ' Takeshi Kusao' ' Sean Chiplock'],112
Ghostbusters: Spirits Unleashed,2022,E10+,['Action' ' Fantasy'],7.6,,['Dan Aykroyd' ' Tesshô Genda' ' Ernie Hudson' ' Masashi Sugawara'],36
Dead Space 3,2013,M,['Action' ' Adventure' ' Horror'],7.6,['Steve Papoutsis' ' Nick Laviers' ' Ben Wanat'],['Gunner Wright' ' Ricardo Chavira' ' Sonita Henry' ' Robert Gant'],3970
Halo 3: ODST,2009,M,['Action' ' Adventure' ' Mystery'],7.6,['Rich Wickham'],['Nathan Fillion' ' Tricia Helfer' ' Adam Baldwin' ' Alan Tudyk'],4708
Coraline,2009,,['Action' ' Adventure' ' Fantasy'],7.6,['Henry Selick'],['Dakota Fanning' ' Keith David' ' Robert Bailey Jr.' ' Kath Soucie'],1911
Prison Break: The Conspiracy,2010,T,['Action' ' Crime' ' Thriller'],7.6,['Bostjan Troha'],['David Boat' ' Wentworth Miller' ' Dominic Purcell' ' Amaury Nolasco'],891
The Elder Scrolls Online: Morrowind,2017,M,['Action' ' Adventure' ' Fantasy'],7.6,['Matt Firor'],['Alfred Molina' ' Bill Nighy' ' John Cleese' ' Jennifer Hale'],180
Mirror's Edge,2008,T,['Action' ' Adventure' ' Sci-Fi'],7.6,,['Jules de Jongh' ' Phillipa Alexander' ' Morgan Deare' ' Tim Dale'],4041
Immortals Fenyx Rising,2020,T,['Action' ' Adventure' ' Fantasy'],7.6,,"['Elana Dunkelman' ' Tyrone Savage' ' Aris Athanasopoulos'
 ' William Greenblatt']",554
WWE SmackDown vs. RAW 2007,2006,,Sport,7.6,['Keith Arem' ' David Merritt II'],['Amy Dumas' ' Kurt Angle' ' Dave Bautista' ' Chris Benoit'],797
The Elder Scrolls II: Daggerfall,1996,M,['Action' ' Adventure' ' Fantasy'],7.6,['Julian LeFay'],,566
Madden NFL 2004,2003,E,Sport,7.6,,['John Madden' ' Al Michaels' ' Robby Roberts' ' Melissa Stark'],155
The Vampire Diaries,1996,T,['Adventure' ' Horror' ' Mystery'],7.6,['Patricia Flanigan' ' Dave Roberts'],['Michael Altobello' ' Lisa Bonanno' ' Brittany Carl' ' Kimberly Cockrell'],19
Wasteland 3,2020,,['Action' ' Adventure' ' Sci-Fi'],7.6,"['Alex Brandon' ' Tim Campbell' ' Micah Whipple' ' Jason Barnes'
 ' Dennis Michael Miller']",['Gabriela Carrillo' ' Erica Cain' ' Sean Chiplock' ' Feodor Chin'],180
Prince of Persia,2008,T,['Action' ' Adventure' ' Fantasy'],7.6,['Andrew S. Walsh'],['Tam Evans' ' Nolan North' ' Kari Wahlgren' ' Fred Tatasciore'],2495
Little Misfortune,2019,M,['Adventure' ' Comedy' ' Fantasy'],7.6,['Natalia Figueroa'],['Natalia Figueroa' ' Henrik Norman'],170
Postal 2,2003,M,['Action' ' Comedy' ' Crime'],7.6,['Mike Riedel' ' Steve Wik'],['Rick Hunter' ' Mike Jaret' ' Marcus Davis' ' Stacie Treumann'],1404
Metal Gear Solid V: Ground Zeroes,2014,M,['Action' ' Adventure' ' Drama'],7.6,['Hideo Kojima'],"['Kiefer Sutherland' ' Robin Atkin Downes' ' Tara Strong'
 ' Antony Del Rio']",3053
Castlevania: Lords of Shadow 2,2014,M,['Action' ' Adventure' ' Fantasy'],7.6,['Jesús Cobo'],['Robert Carlyle' ' Patrick Stewart' ' Richard Madden' ' Jason Isaacs'],799
Monster Hunter: Rise,2021,T,['Action' ' Adventure' ' Fantasy'],7.6,['Kaname Fujioka' ' Yasunori Ichinose'],['Chris Tergliafera' ' Maureen Price' ' Todd Haberkorn' ' Erika Harlacher'],164
Jurassic World Evolution,2018,T,['Adventure' ' Family' ' Sci-Fi'],7.6,['Michael Brookes'],['Jeff Goldblum' ' BD Wong' ' Bryce Dallas Howard' ' A.J. LoCascio'],992
