title,release_date,maturity_rating,genre,rating,directors,stars,votes
"Monsters, Inc. Scream Arena",2002,,['Animation' ' Action' ' Comedy'],6.5,,['Carlos Alazraqui' ' Dee Bradley Baker' ' Greg Berg' ' Samuel Lord Black'],58
The Sum of All Fears,2002,,Action,6.5,,['Carole Ruggier' ' Joe Whyte' ' Douglas Rye' ' Matt Lindquist'],91
Law & Order: Justice Is Served,2004,T,['Adventure' ' Mystery' ' Sport'],6.5,,['Jerry Orbach' ' Jesse L. Martin' ' Elisabeth Röhm' ' Patrick McEnroe'],47
World of Tanks,2010,,['Action' ' War'],6.5,['Slava Makarov'],['Adam Behr' ' Paul Cartwright' ' Caitlyn Elizabeth' ' Weston Heflin'],305
Adventure Time: Explore the Dungeon Because I Don't Know!,2013,E10+,['Animation' ' Action' ' Adventure'],6.5,['Tomm Hulett'],['Dee Bradley Baker' ' Jessica DiCicco' ' John DiMaggio' ' Miguel Ferrer'],57
The Town of Light,2016,M,['Adventure' ' Horror' ' Mystery'],6.5,['Luca Dalcò'],"[""Daniela D'Argenio"" ' Alessandro Riccio' ' Tatjana Werth' ' Erik Range']",130
Five Nights at Pinkie's 4,2015,PG-13,['Horror' ' Thriller'],6.5,['Eidenz'],['Cassypony Va'],10
Akiba's Trip: Undead & Undressed,2013,M,['Action' ' Adventure'],6.5,,['Ryôta Ôsaka' ' Sachika Misawa' ' Hisako Kanemoto' ' Chiwa Saitô'],46
Tarzan Untamed,2001,E,['Animation' ' Action' ' Adventure'],6.5,,['Jack Angel' ' Susanne Blakeslee' ' Steve Bloom' ' Douglas Carrigan'],71
Just Dance 2018,2017,E10+,['Action' ' Family' ' Music'],6.5,,['Alexandra Poupin' ' Alexis Mougeolle' ' Amalia Salle' ' Anthony Despras'],73
Bratz 4 Real,2007,E,Comedy,6.5,,['Logan Browning' ' Julie Nathanson' ' Janel Parrish' ' Nathalia Ramos'],88
XCOM: Chimera Squad,2020,,['Action' ' Sci-Fi' ' Thriller'],6.5,,['Chris Fries' ' Rama Vallury' ' Todd Williams' ' David Boat'],70
Destroy All Humans! Path of the Furon,2008,T,['Action' ' Adventure' ' Comedy'],6.5,['Jon Knoles' ' Douglas Carrigan'],"['J. Grant Albrecht' ' Richard Steven Horvitz' ' Darryl Kurylo'
 ' André Sogliuzzo']",152
Tropico 5,2014,T,Adventure,6.5,,['Laurence Bouvard' ' Lachele Carl' ' Brian Deacon' ' Ève Karpf'],177
Humankind,2021,,Adventure,6.5,,['Florian Hutter' ' Frédéric Molas' ' Tom Morton' ' Zerator'],46
Mario & Sonic at the Rio 2016 Olympic Games,2016,E10+,Sport,6.5,['Eigo Kasahara' ' Hiroshi Miyamoto'],"[""Jun'ichi Kanemaru"" ' Ryô Hirohashi' ' Nobutoshi Canna' ' Taeko Kawata']",111
The Addams Family,1992,Unrated,['Adventure' ' Family' ' Fantasy'],6.5,,,190
Gals Panic!,1990,,,6.5,,['Shiori Asano' ' Ayami Kida' ' Marina Matsumoto' ' Yuki Miho'],27
Conker's Pocket Tales,1999,E,Adventure,6.5,['Gareth Jones' ' Gary Richards'],,43
Slender: The Eight Pages,2012,T,Horror,6.5,['Mark J. Hadley'],,598
Chicken Little: Ace in Action,2006,E10+,['Action' ' Adventure' ' Comedy'],6.5,,['Zach Braff' ' Joan Cusack' ' Kevin Delaney' ' Will Finn'],101
Sophie's World,1997,,['Adventure' ' Fantasy' ' Mystery'],6.5,,"['Alex Shimo Barry' ' John Abineri' ' Joseph Millson'
 ' Augusta Sakula Barry']",14
Lara Croft and the Temple of Osiris,2014,T,['Action' ' Adventure' ' Fantasy'],6.5,,['Keeley Hawes' ' Rae Evanssen' ' Jack Tilden' ' Dorian Lockett'],297
Harry Potter and the Philosopher's Stone,2003,,['Action' ' Adventure' ' Fantasy'],6.5,,['Tom Attenborough' ' Stephen Fry'],13
Moving Out,2020,,Adventure,6.5,,['Mick Lauer'],66
TaleSpin,1991,,,6.5,,,47
Pirates of the Caribbean: Dead Man's Chest,2006,T,['Action' ' Adventure' ' Comedy'],6.5,,"['Julianne Buescher' ' Corey Burton' ' David Corbett'
 ' Robin Atkin Downes']",72
New Pokémon Snap,2021,E,['Adventure' ' Fantasy'],6.5,,['Ben Lepley' ' Ryôtarô Okiayu' ' Manami Numakura' ' Anairis Quinones'],123
Last Seen Online,2016,,Mystery,6.5,['Adam Lowe'],['Lois Brookes' ' Belle Kavanagh' ' Cara Baldwin' ' Diego Benzoni'],8
Daemon X Machina,2019,T,['Action' ' Adventure' ' Sci-Fi'],6.5,"['Ken Awata' "" Jun'ichi Wada""]",['Yuko Kaida' ' Satoshi Mikami' ' Sumire Uesaka' ' Masaki Terasoma'],30
Paperboy,1984,,['Action' ' Comedy' ' Family'],6.5,,['Brandon Scott Miller'],356
Batman Beyond,2000,E,['Action' ' Adventure' ' Crime'],6.5,,,207
Red Ninja: End of Honor,2005,M,['Action' ' Adventure'],6.5,['Shinsuke Sato'],"['Yûki Kudô' ' Randall Duk Kim' ' Diane Michelle'
 "" Colleen O'Shaughnessey""]",25
Final Fantasy Mystic Quest,1992,,['Adventure' ' Fantasy'],6.5,['Kouze Ide'],,183
Sonic the Hedgehog Chaos,1993,E,['Action' ' Adventure' ' Family'],6.5,,,158
Law & Order: Legacies,2011,,['Crime' ' Mystery'],6.5,,['Patty Allen-Stott' ' Erik Braa' ' Andrew Chaikin' ' Rashida Clendening'],25
Destroy All Humans! Big Willy Unleashed,2008,T,['Action' ' Adventure' ' Comedy'],6.5,['Ken Allen' ' Mo Davoudian' ' Douglas Carrigan'],['Sean Donnellan' ' Darryl Kurylo' ' Courtenay Taylor' ' Bill Farmer'],84
"Warhammer 40,000: Battlesector",2021,,Sci-Fi,6.5,['Iain McNeil'],['Alan Adelberg' ' Jeff Leach'],17
Johnny Mnemonic: The Interactive Action Movie,1995,,['Action' ' Adventure' ' Sci-Fi'],6.5,['Douglas Gayeton'],['Chris Gartin' ' Clare Carey' ' Yvonne de la Vega' ' Bruce Glover'],39
Star Fox 2,2017,E,['Action' ' Adventure' ' Fantasy'],6.5,['Katsuya Eguchi'],,69
Guilty Gear,1998,T,['Action' ' Fantasy' ' Sci-Fi'],6.5,,['Daisuke Ishiwatari' ' Takeshi Kusao' ' Satomi Kôrogi' ' Keiichi Nanba'],113
Wild Woody,1995,K-A,Action,6.5,,['Jeff Farber' ' Joe Kerska' ' Bruce Robertson' ' Debbie Rogers'],21
Skul: The Hero Slayer,2021,T,['Action' ' Adventure' ' Fantasy'],6.5,,,22
Art of Fighting,1992,T,Action,6.5,['Mastang 2' ' Dog Akira' ' Matakichi Chan' ' Hiroshi Matsumoto'],['Michael Beard' ' Harumi Ikoma' ' Takayuki Sakai' ' Masaki Usui'],132
Wargroove,2019,,War,6.5,,['Dawn M. Bennett' ' Sean Chiplock' ' Amber Lee Connors' ' David Dixon'],36
Ghost Recon: Phantoms,2014,,['Action' ' Sci-Fi' ' Thriller'],6.5,,,27
Cabela's Big Game Hunter 2012,2011,,Adventure,6.5,,,14
Zeno Clash,2009,,['Action' ' Adventure' ' Fantasy'],6.5,,['Carmen Bordeu' ' Fernan Gonzalez' ' Eric Gusky'],53
Shadow Man: 2econd Coming,2001,M,['Action' ' Adventure' ' Fantasy'],6.5,,['Redd Pepper' ' Corey Johnson' ' Sean Pertwee' ' Barry Meade'],58
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,2011,E,['Action' ' Adventure'],6.5,,['Jeff Bennett' ' John DiMaggio' ' Tom McGrath' ' Danny Jacobs'],39
Trials Fusion,2014,E10+,['Action' ' Sci-Fi' ' Sport'],6.5,['Antti Ilvessuo'],['Jo Wyatt' ' Joseph May' ' Eric Meyers' ' Kosha Engler'],264
Double Dribble,1987,,Sport,6.5,,,68
Diabolik Lovers: Chaos Lineage,2019,,Romance,6.5,,,11
Rise of the Guardians: The Video Game,2012,,Adventure,6.5,,"['Kevin Noonchester' ' Fred Tatasciore' ' Tom Bromhead'
 ' Danielle Kaplowitz']",39
Othercide,2020,M,['Action' ' Horror'],6.5,['Anders Larsson' ' Alexandre Chaudret' ' Paul Vauvrey'],['Colin McFarlane' ' Olivia Mace' ' Jay Rincon'],18
Super Dragon Ball Z,2006,T,Action,6.5,,['Sean Schemmel' ' Christopher Sabat' ' Jeremy Inman' ' Chuck Huber'],133
Star Wars,1991,,Action,6.5,,,61
Papa's Cheeseria,2015,,['Comedy' ' Family'],6.5,,,9
Momodora: Reverie Under the Moonlight,2016,T,['Action' ' Adventure' ' Fantasy'],6.5,['Guilherme Martins'],['Angeburgers' ' OlDyre'],20
Fire Emblem: Shadow Dragon and the Blade of Light,1990,E,['Action' ' Adventure' ' Family'],6.5,['Keisuke Terasaki'],,42
Snake's Revenge,1990,Not Rated,['Action' ' Adventure' ' Sci-Fi'],6.5,,,67
German Truck Simulator,2010,,,6.5,,,15
The Little Mermaid,1991,,['Action' ' Adventure'],6.5,,,37
Frantics,2018,,Family,6.5,['Lau Korsgaard'],['Ian Burns'],10
FIFA International Soccer,1993,,Sport,6.5,,['Scott Cronce'],77
Freddi Fish 5: The Case of the Creature of Coral Cove,2001,,['Adventure' ' Family'],6.5,,['Annette Toutonghi' ' Michael McAuliffe' ' Dennis Bateman' ' Jock Blaney'],27
Samurai Warriors 5,2021,T,['Action' ' Adventure'],6.5,,['Ryôhei Arai' ' Ryosuke Asano' ' Yôhei Azakami' ' Yukiyo Fujii'],14
Undead Knights,2009,M,['Action' ' Adventure' ' Drama'],6.5,['Hiroyuki Aoyagi' ' Patrick Seitz'],['Keith Ferguson' ' Andrew Kishino' ' Megan Hollingshead' ' Wendy Braun'],21
4 Elements,2008,E,['Adventure' ' Fantasy'],6.5,,,11
Wrecking Crew,1984,,['Action' ' Family'],6.5,,,83
Clock Tower II: The Struggle Within,1998,M,['Horror' ' Mystery'],6.5,['Yutaka Hirata'],['Rebecca Wink' ' Roger Jackson' ' David Nowlin' ' Greg Weber'],96
Project Warlock,2018,,['Action' ' Adventure' ' Fantasy'],6.5,['Jakub Cislo'],,20
Tao Feng: Fist of the Lotus,2003,M,['Action' ' Fantasy' ' Sci-Fi'],6.5,,['Matt Mullins' ' Eric Smies' ' Kathrynne Wolf'],60
20 Minutes Till Dawn,2022,,['Action' ' Adventure' ' Fantasy'],6.5,,,8
Shade: Wrath of Angels,2004,,Action,6.5,,,11
TwinBee,1985,,['Action' ' Sci-Fi'],6.5,,,68
Fallout 76: Steel Dawn,2020,,['Action' ' Adventure' ' Sci-Fi'],6.5,['Maddie Stratton'],['Michelle C. Bonilla' ' Tom Choi' ' Will Choi' ' Jacob Craner'],34
Jurassic Park III: Danger Zone!,2001,,Adventure,6.5,,,12
Star Trek V: The Final Frontier,1989,,Sci-Fi,6.5,,,22
Pokémon Mystery Dungeon: Gates to Infinity,2012,E,['Action' ' Adventure'],6.5,['Hironori Ishigami' ' Seiichiro Nagahata'],['Alyson Leigh Rosenfeld'],55
The Typing of the Dead: Overkill,2013,M,['Action' ' Adventure' ' Comedy'],6.5,,['Will Sierra' ' Anthony Aroya' ' Sarah Connor' ' Kori Rushton'],12
FIFA Soccer 96,1995,,Sport,6.5,,,155
Sonic Compilation,1995,,['Action' ' Adventure' ' Family'],6.5,,,13
Curse of the Dead Gods,2020,,Action,6.5,['Dessil Basmadjian'],,22
NBA Street V3,2005,,Sport,6.5,,,44
Snow Bros. 2: With New Elves,1994,,Adventure,6.5,,,10
Jaguar XJ220,1992,,Sport,6.5,,,9
ABC Murders,2009,T,['Adventure' ' Crime' ' Mystery'],6.5,['Todd Resnick'],['JB Blanc' ' Tara Platt'],19
The Dark Eye: Demonicon,2013,M,['Action' ' Adventure' ' Fantasy'],6.5,['Christian Schlütter'],['Luke Roberts' ' Brian Deacon' ' Alix Wilton Regan' ' Glen McCready'],16
Enigmatis: The Ghosts of Maple Creek,2011,,Mystery,6.5,['Jakub Grudzinski'],['Kristin Price' ' Bob Walters' ' Bruce Smith' ' Kyle McCarley'],39
NBA Playgrounds,2017,,Sport,6.5,,,21
Virtua Cop 3,2003,,Action,6.5,['Yu Suzuki'],['Kevin Miller'],42
Sonic Runners,2015,E,['Action' ' Adventure' ' Fantasy'],6.5,"['Takao Hirabayashi' ' Daisuke Nojiri' "" Yoshinobu 'Nobby' Matsuo""]",['Tomoko Sasaki' ' Roger Craig Smith'],6
Mass Effect: Infiltrator,2012,,['Action' ' Sci-Fi'],6.5,,"['Jay Anthony Franke' ' Carolyn Shakespeare-Allen' ' Fiona Reid'
 ' Jerome Smith']",49
Yesterday Origins,2016,,['Mystery' ' Thriller'],6.5,['Ramón Hernáez'],['Doug Rand' ' Sharon Mann' ' Paul Bandey' ' David Gasman'],24
Operation Thunderbolt,1988,,['Action' ' Adventure'],6.5,['Hiroyuki Sakou' ' Junji Yarita'],,37
Paratopic,2018,,['Horror' ' Sci-Fi' ' Thriller'],6.5,,,24
Curse: The Eye of Isis,2003,M,['Adventure' ' Horror' ' Mystery'],6.5,,['David Gasman' ' Poppy Miller' ' Michael Burrell' ' Neil Sparkes'],32
Loadout,2014,,['Action' ' Comedy' ' Sci-Fi'],6.5,,,52
Mouse Trap,1981,Unrated,Family,6.5,,,18
Kirby's Block Ball,1995,E,['Animation' ' Action'],6.5,['Hiromune Kouno'],,28
FIFA Soccer 95,1994,,Sport,6.5,['Anne L. Coulombe' ' Joe Della-Savia'],,76
The Evil Within: The Assignment,2015,,['Action' ' Adventure' ' Horror'],6.5,,,55
Critical Path,1994,,['Action' ' Adventure' ' Sci-Fi'],6.5,['Gene Thomas'],['Eileen Weisinger' ' Min Yee' ' Stuart W. Yee' ' Brian Bernasconi'],12
Romancing SaGa,2005,E10+,['Action' ' Adventure' ' Fantasy'],6.5,['Jonathan Klein'],['Isshin Chiba' ' Mika Doi' ' Hisao Egawa' ' Reiko Fujita'],31
Ikai,2022,,Horror,6.5,,['Vanille Velasquez' ' Alice Himora' ' Hussein Mohammed'],10
Brain Age 2: More Training in Minutes a Day!,2005,E,Family,6.5,['Hiroshi Honjo' ' Masaki Tawara'],,7
Temüjin: A Supernatural Adventure,1997,T,['Adventure' ' Fantasy' ' Mystery'],6.5,,"['Dorothy Recasner Brown' ' Duke Ernsberger' ' Rhoda Griffis'
 ' Randell Haynes']",9
Kingudamu hâtsu Kî,2013,,Action,6.5,['Tetsuya Nomura' ' Hiroyuki Itô' ' Yu Suzuki'],,36
Viscera Cleanup Detail,2015,,['Comedy' ' Sci-Fi'],6.5,,,25
Alone in the Dark: One-Eyed Jack's Revenge,1993,T,['Fantasy' ' Horror' ' Mystery'],6.5,['Franck de Girolami' ' Kiyoshi Ohkawa' ' Christiane Sgorlon'],,122
Just Dance 2015,2014,E10+,Music,6.5,['Matthew Tomkinson'],"['Alexis Mougeolle' ' Anthony Despras' ' Antonin Cattaruzza'
 ' Aurélie Sériné']",32
Power Rangers Lightspeed Rescue,2000,E,Action,6.5,,"['Michael Chaturantabut' ' Rhett Fisher' ' Sean Cw Johnson'
 ' Alison MacInnis']",124
Space Bunnies Must Die!,1998,,['Action' ' Adventure' ' Comedy'],6.5,['Phill Simon'],['Molly Harvey' ' Jesse Nelson'],7
The Powerpuff Girls: Bad Mojo Jojo,2000,E,Action,6.5,,,17
Rayman 3,2003,,['Action' ' Adventure' ' Fantasy'],6.5,,,9
Barbie Explorer,2001,E,['Action' ' Adventure' ' Family'],6.5,,['Chris Anthony Lansdowne'],13
Cardinal Syn,1998,M,,6.5,,['Patricia Winters'],12
Lucky Luke: Western Fever,2001,,['Action' ' Western'],6.5,,,15
Guitar Hero: Van Halen,2009,,Music,6.5,,['Ryan Drummond' ' Adam Jennings' ' David Lee Roth' ' Owen Thomas'],94
The Golf Club 2019,2018,E,Sport,6.5,,,20
Scooby-Doo! Mystery of the Fun Park Phantom,1999,,Animation,6.5,,['Mary Kay Bergman' ' Scott Innes' ' B.J. Ward'],13
Lethal Weapon,1992,Unrated,['Action' ' Crime'],6.5,,,202
Spirit of the North,2019,E,['Animation' ' Adventure' ' Fantasy'],6.5,['Tayler Christensen' ' Jacob Sutton'],,46
Extreme-G 3,2001,E,['Action' ' Sci-Fi'],6.5,,,17
Operation Wolf,1987,,Action,6.5,,['Katuhiko Hirano' ' Toshihiro Kimura' ' Eigo Okajima' ' Masaru Tamura'],112
Ghost Recon: Desert Siege,2002,M,['Action' ' Thriller' ' War'],6.5,,,17
Fallout 3: Mothership Zeta,2009,,['Action' ' Adventure' ' Sci-Fi'],6.5,['Todd Howard'],,87
Earth Defense Force: Iron Rain,2019,T,Action,6.5,,['Jon Avner' ' Amanda Barker' ' Alexander Harrison Blackwood' ' Sara Blum'],14
Bomberman '94,1993,,Action,6.5,['Yoshiyuki Kawaguchi'],,17
Project Spark,2014,E10+,['Action' ' Adventure'],6.5,['Henry Sterchi' ' Alejandro Games'],"['Ashly Burch' ' Jim Cummings' ' Dave B. Mitchell'
 ' Christopher Lee Parson']",30
Samurai Shodown: Warriors Rage,1999,,['Action' ' Adventure'],6.5,,['Naoki Oikawa' ' Daiki Nakamura' ' Hikaru Hanada' ' Katsuyuki Konishi'],15
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,2003,E,Adventure,6.5,,,50
California Speed,1999,Unrated,,6.5,,,23
Evil Twin,2001,,Horror,6.5,['Guillaume Eluerd'],['Paul Nivet' ' Patrice Melennec' ' Patrick Préjean' ' Denis Boileau'],22
Stronghold 3,2011,,['History' ' War'],6.5,,['Dominic Hawksley' ' Hattie Morahan' ' Simon Greenall'],22
Golden Axe: The Duel,1994,T,Fantasy,6.5,,['H. Kawatsu' ' Hidenobu Kiuchi' ' Y. Nezu'],9
Delta Force: Task Force Dagger,2002,T,['Action' ' Adventure' ' War'],6.5,,['Mustasha Aljayashi' ' Mustafa Alkhedairy' ' Eric Eye' ' Nate Hall'],38
Immortals Fenyx Rising: A New God,2021,,['Action' ' Adventure' ' Fantasy'],6.5,['Scott Phillips'],['Elana Dunkelman' ' Daniel Matmor'],15
Sine Mora,2012,,['Action' ' Drama' ' Sci-Fi'],6.5,['Theodore Reiker'],['Eli Katz'],48
The Thing,2016,,['Horror' ' Sci-Fi' ' Thriller'],6.5,['Richard Smith'],['Stephen Farbman' ' Joe Filippone' ' Tuong Klein' ' Vincent van Ommen'],24
Hot Shots Golf: Out of Bounds,2007,E,Sport,6.5,,['Eric Meyers' ' Jo Wyatt' ' Jules de Jongh' ' Kerry Shale'],12
Asteroids Deluxe,1981,,['Action' ' Sci-Fi'],6.5,,,18
Dead Realm,2015,,Horror,6.5,['Marwan A. Abderrazzaq'],,10
Psychic Force,1995,T,['Action' ' Fantasy' ' Sci-Fi'],6.5,,['Yôsuke Akimoto' ' Joe Carrey' ' Orine Fukushima' ' Kyôko Hikami'],9
Sublustrum,2008,,['Adventure' ' Fantasy' ' Mystery'],6.5,,['Jason Anthony' ' David Lodge' ' Philece Sampler'],8
MotoGP 09/10,2010,E,Sport,6.5,,['Phil McKee'],16
All Night Nippon Super Mario Bros.,1986,,['Action' ' Adventure' ' Comedy'],6.5,,,18
Math Blaster Episode I: In Search of Spot,1994,,['Adventure' ' Family' ' Sci-Fi'],6.5,,['Mark Sawyer' ' Laura Boedeker'],15
Rock of Ages,2011,,['Action' ' War'],6.5,,['John Cimillo'],51
Teamfight Tactics,2019,,['Action' ' Fantasy' ' Sci-Fi'],6.5,,,34
Fantasia: Music Evolved,2014,E10+,Music,6.5,,['Corey Burton' ' Jacqueline Emerson'],12
ARK: Scorched Earth,2016,T,['Action' ' Adventure' ' Fantasy'],6.5,['Jesse Rapczak'],['Amber Lee Connors'],148
Ferrari F355 Challenge,2002,,,6.5,,['Alan J.'],15
Wii Play: Motion,2011,E10+,['Action' ' Family'],6.5,,,27
Bomberman 64: The Second Attack!,1999,,['Action' ' Adventure'],6.5,['Kohji Innami' ' Satoru Sugimoto'],,23
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,2003,E,['Animation' ' Action' ' Adventure'],6.5,,['Debi Derryberry' ' Frank Welker' ' Dave Fouquette' ' Tim Curry'],27
Penumbra: Requiem,2008,,['Horror' ' Mystery'],6.5,,['Nancy C. Roberts' ' Bob Barnes' ' Mike Hillard' ' Sam A. Mowry'],154
Die Young,2017,,Adventure,6.5,['Riccardo Rosapepe'],,6
Fitness Boxing,2018,T,Sport,6.5,,['Eric Kelso'],7
Robin Hood: Defender of the Crown,2003,T,['Action' ' Adventure' ' Crime'],6.5,,['Greg Ellis' ' Edita Brychta' ' John Cygan' ' Peter Jessop'],36
Mutant Night,1987,,['Action' ' Sci-Fi'],6.5,,,8
Puggsy,1993,K-A,['Adventure' ' Comedy'],6.5,['Jon Burton'],,20
U.S. Championship V'Ball,1988,,Sport,6.5,['Yoshihisa Kishimoto'],,10
Wreckless: The Yakuza Missions,2002,T,['Action' ' Adventure' ' Sport'],6.5,,,8
NBA Live 2001,2000,E,Sport,6.5,,['Kevin Garnett' ' Al Murdock' ' Don Poier' ' Adam Horovitz'],81
Far Cry 5: Lost on Mars,2018,,['Action' ' Adventure' ' Sci-Fi'],6.5,,['Steve Byers' ' Dylan Taylor'],88
Ankh 3: Battle of the Gods,2008,,Adventure,6.5,['Jan Klose'],['Matthew Bates' ' Tim Beckmann' ' Brian Bowles' ' Dave Brooks'],12
Through the Woods,2016,,['Adventure' ' Horror'],6.5,,"['Amanda Vien' ' Andrea Therese Skjolde Fostervold' ' Stian Willums'
 ' Torje Dreng Andersen']",38
The Invizimals: The Lost Kingdom,2013,,Adventure,6.5,['Dave Allsopp'],['Andrew Danish' ' Zoe Katsatou' ' David Howard Thornton' ' Frank Todaro'],15
Crazy Chicken X,2003,,Action,6.5,,,12
Conarium,2017,,['Adventure' ' Horror'],6.5,,['Jonathan Cooke' ' Matthew Hallstean'],41
World Heroes 2 Jet,1994,T,['Action' ' Fantasy' ' Sci-Fi'],6.5,['Akira Ushizawa'],,15
Castlevania II: Belmont's Revenge,1991,E,['Action' ' Adventure' ' Fantasy'],6.5,,,93
Star Trek: The Game Show,1998,,['Family' ' Game-Show'],6.5,['H. Quinn'],['Karen Cornwell' ' T. Buffalo Wagnon' ' Doug Stone' ' John de Lancie'],29
Dragon Age: Origins - The Golems of Amgarrak,2010,M,['Action' ' Adventure' ' Fantasy'],6.5,['Mark Darrah' ' Dan Tudge'],['Brian Bloom' ' Adam Howden' ' John Ullyatt'],24
Magrunner: Dark Pulse,2013,,['Adventure' ' Fantasy' ' Horror'],6.5,,['Nick Brimble' ' Brian Hanford' ' Ryan Forde Iosco' ' Alex Nigmatulin'],18
Monster Bash,1982,,['Action' ' Horror'],6.5,,,19
Desert Demolition Starring Road Runner and Wile E. Coyote,1995,,,6.5,,,26
Chuck Rock II: Son of Chuck,1993,,,6.5,,,19
Meta Fox,1989,Unrated,Action,6.5,,,8
Tropico 4: Modern Times,2012,,,6.5,,['Lucas Schuneman'],24
Exo One,2021,,Adventure,6.5,['Jay Weston'],['Nathan Frisson'],36
Marko's Magic Football,1994,,['Adventure' ' Fantasy'],6.5,,,13
Top Gear Rally,1997,,['Action' ' Sport'],6.5,['Akihiro Sano' ' Aki Yoshino'],,38
Expeditions: Viking,2017,,['Adventure' ' History' ' War'],6.5,,['Brian Stivale'],12
Bionic Commando,1987,,['Action' ' Sci-Fi'],6.5,,,26
Jade Empire: Special Edition,2007,M,['Action' ' Adventure' ' Fantasy'],6.5,['Diarmid Clarke'],,11
Regular Show: Mordecai and Rigby in 8-Bit Land,2013,E10+,['Action' ' Adventure' ' Comedy'],6.5,,,38
Nine Parchments,2017,,,6.5,,['William Ash' ' Rachel Atkins' ' Kevin Howarth' ' Alex Jordan'],11
Telltale Texas Hold'Em,2005,,Sport,6.5,,['Greg Land' ' Carter Coleman' ' Wendy Tremont King' ' Nate Schaumberg'],14
Tehkan World Cup,1986,,Sport,6.5,,,17
Always Sometimes Monsters,2014,,['Adventure' ' Comedy' ' Drama'],6.5,['Justin Amirkhani'],,13
Stargunner,1982,Unrated,['Action' ' Adventure' ' Family'],6.5,,,12
NBA Live 09,2008,,Sport,6.5,,['Steve Kerr' ' Marv Albert'],24
Radar Scope,1979,,['Action' ' Sci-Fi'],6.5,,,21
King of the Monsters,1991,Not Rated,['Action' ' Fantasy' ' Sci-Fi'],6.5,['Hamachi Papa'],,53
Master of Orion 3,2003,T,Sci-Fi,6.5,['Tim Hume'],['Charles Dennis' ' Wendy K. Gray'],48
Niffelheim,2016,,Adventure,6.5,['Andrey Arutyunyan'],,14
BattleTech: A Game of Armored Combat,1994,,['Action' ' Sci-Fi'],6.5,,,12
NBA Live 10,2009,,Sport,6.5,['Blade Zavier'],['Steve Kerr' ' Marv Albert'],29
If My Heart Had Wings,2012,,['Comedy' ' Drama' ' Romance'],6.5,,,11
Not a Hero,2015,,Action,6.5,['Simon Bennet'],"['Daniel Barker' ' Chiara Goldsmith' "" Roisin O'Mahony""]",45
Tobal No. 2,1997,,Action,6.5,['Seiichi Ishii'],['Hikaru Midorikawa' ' Mariko Suzuki' ' Kôji Totani' ' Kazunari Tanaka'],16
Marie's Room,2018,,Drama,6.5,['Kenny Guillaume'],['Lauren Hendler' ' Dagmar Blommaert' ' Lauren Ann Higgins'],21
Aegis Wing,2007,E,['Action' ' Fantasy' ' Sci-Fi'],6.5,,,34
Driftland: The Magic Revival,2019,,['Adventure' ' Fantasy'],6.5,,,13
Saint Seiya: The Sanctuary,2005,,['Action' ' Fantasy'],6.5,,,24
Army Men: Air Attack,1999,T,['Action' ' Adventure'],6.5,['Ann Macdonald' ' Kudo Tsunoda'],['Peter Kepler' ' Dave Bolick' ' Timothy Enos' ' Wally Fields'],44
Gun Metal,2002,,,6.5,,,16
Crash Time II,2008,,Action,6.5,,['Erdogan Atalay' ' Tom Beck' ' Sinta Weisz'],15
Inspector Gadget: Gadget's Crazy Maze,2001,E,['Adventure' ' Comedy' ' Family'],6.5,,,29
Pool of Radiance: The Ruins of Myth Drannor,2001,,,6.5,,['Brandi Catanese' ' Brian Vouglas' ' Gary Martinez' ' Kevin Blackton'],19
The Powerpuff Girls: Mojo's Pet Project,2001,,['Animation' ' Action' ' Adventure'],6.5,,['Cathy Cavadini' ' Tara Strong' ' Elizabeth Daily' ' Roger Jackson'],16
Montezuma's Revenge,1984,,,6.5,['George S. Parker'],,22
Prune,2015,,,6.5,,,7
Phantasy Star III: Generations of Doom,1991,,['Adventure' ' Family' ' Fantasy'],6.5,['Hirondo Saiki'],,53
Pong: The Next Level,1999,E,['Action' ' Adventure' ' Comedy'],6.5,,,28
Stunt Track Racer,1989,,Action,6.5,,,17
Chrome SpecForce,2005,,['Action' ' Adventure' ' Sci-Fi'],6.5,,,14
The Rocketeer,1991,,Action,6.5,['David Warhol'],,25
Star Wars: Pit Droids,1999,E,Sci-Fi,6.5,,['Anthony Daniels' ' Andy Secombe'],12
"Invisible, Inc.",2015,,['Adventure' ' Sci-Fi' ' Thriller'],6.5,,['Lisa Ann Beley' ' Michael Dobson' ' Veena Sood' ' Kelly Graham'],49
Lethal Weapon,1993,,['Action' ' Crime' ' Drama'],6.5,,,16
Steel Beasts,2000,,Action,6.5,['Curtis Ratica'],['Axl' ' Ron Cole' ' Johnny Jensen' ' Mats Lindebro'],7
Mother Russia Bleeds,2016,M,['Action' ' Adventure' ' Horror'],6.5,,,34
Chris Sawyer's Locomotion,2004,,Fantasy,6.5,['Chris Sawyer'],,9
Mazin Saga: Mutant Fighter,1993,GA,['Action' ' Sci-Fi'],6.5,,,8
Championship Wrestling,1986,,Sport,6.5,,,9
Super Puyo Puyo 2,1995,,,6.5,,,14
Majikaru Doroppu II,1996,,Fantasy,6.5,,['Eriko Odaira' ' Ring-Ring' ' Eri Tanaka'],11
Exerion,1983,,['Action' ' Sci-Fi'],6.5,,,19
